from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Shuangliu,Chengdu,China,104.578,30.964,Baiyun Intl,Guangzhou,China,113.497,23.654,Sichuan Airlines,China,1197
Shuangliu,Chengdu,China,104.578,30.964,Xinzheng,Zhengzhou,China,114.401,34.866,Sichuan Airlines,China,1013
Shuangliu,Chengdu,China,104.578,30.964,Huanghua,Changcha,China,113.366,28.315,Sichuan Airlines,China,898
Shuangliu,Chengdu,China,104.578,30.964,Dongsheng,Dongsheng,China,110.055,40.416,Sichuan Airlines,China,1160
Shuangliu,Chengdu,China,104.578,30.964,Meilan,Haikou,China,110.764,20.558,Sichuan Airlines,China,1311
Shuangliu,Chengdu,China,104.578,30.964,Baita Airport,Huhhot,China,112.373,41.419,Sichuan Airlines,China,1355
Shuangliu,Chengdu,China,104.578,30.964,Luogang,Hefei,China,117.497,32.3,Sichuan Airlines,China,1231
Shuangliu,Chengdu,China,104.578,30.964,Xiaoshan,Hangzhou,China,120.724,30.382,Sichuan Airlines,China,1544
Shuangliu,Chengdu,China,104.578,30.964,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Sichuan Airlines,China,1361
Shuangliu,Chengdu,China,104.578,30.964,Phuket Intl,Phuket,Thailand,98.528,8.188,Sichuan Airlines,China,2609
Shuangliu,Chengdu,China,104.578,30.964,Incheon Intl,Seoul,South Korea,126.75,37.781,Sichuan Airlines,China,2165
Shuangliu,Chengdu,China,104.578,30.964,Yinchuan,Yinchuan,China,106.015,38.803,Sichuan Airlines,China,881
Shuangliu,Chengdu,China,104.578,30.964,Jingdezhen Airport,Jingdezhen,China,117.293,29.564,Sichuan Airlines,China,1230
Shuangliu,Chengdu,China,104.578,30.964,Jiuzhaigou Huanglong,Jiuzhaigou,China,104.138,33.428,Sichuan Airlines,China,277
Shuangliu,Chengdu,China,104.578,30.964,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,1157
Shuangliu,Chengdu,China,104.578,30.964,Wujiaba,Kunming,China,103.239,25.653,Sichuan Airlines,China,604
Shuangliu,Chengdu,China,104.578,30.964,Ganzhou Airport,Ganzhou,China,115.52,26.376,Sichuan Airlines,China,1182
Shuangliu,Chengdu,China,104.578,30.964,Longdongbao,Guiyang,China,107.334,26.897,Sichuan Airlines,China,525
Shuangliu,Chengdu,China,104.578,30.964,Liangjiang,Guilin,China,110.065,25.363,Sichuan Airlines,China,822
Shuangliu,Chengdu,China,104.578,30.964,Lanzhou Airport,Lanzhou,China,104.028,36.195,Sichuan Airlines,China,583
Shuangliu,Chengdu,China,104.578,30.964,Lijiang Airport,Lijiang,China,100.388,27.472,Sichuan Airlines,China,562
Shuangliu,Chengdu,China,104.578,30.964,Lhasa-Gonggar,Lhasa,China,91.519,29.496,Sichuan Airlines,China,1264
Shuangliu,Chengdu,China,104.578,30.964,Male Intl,Male,Maldives,73.881,4.319,Sichuan Airlines,China,4368
Shuangliu,Chengdu,China,104.578,30.964,Lukou,Nanjing,China,119.436,32.236,Sichuan Airlines,China,1413
Shuangliu,Chengdu,China,104.578,30.964,Wuxu,Nanning,China,108.287,23.013,Sichuan Airlines,China,957
Shuangliu,Chengdu,China,104.578,30.964,Capital Intl,Beijing,China,116.974,40.133,Sichuan Airlines,China,1512
Shuangliu,Chengdu,China,104.578,30.964,Pudong,Shanghai,China,122.342,31.238,Sichuan Airlines,China,1689
Shuangliu,Chengdu,China,104.578,30.964,Taichung Ching Chuang Kang Airport,Chingchuakang,Taiwan,121.034,24.441,Sichuan Airlines,China,1772
Shuangliu,Chengdu,China,104.578,30.964,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Sichuan Airlines,China,1275
Shuangliu,Chengdu,China,104.578,30.964,Phoenix International,Sanya,China,109.687,18.504,Sichuan Airlines,China,1477
Shuangliu,Chengdu,China,104.578,30.964,Baoan Intl,Shenzhen,China,114.351,23.065,Sichuan Airlines,China,1305
Shuangliu,Chengdu,China,104.578,30.964,Liuting,Qingdao,China,120.624,36.443,Sichuan Airlines,China,1601
Shuangliu,Chengdu,China,104.578,30.964,Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Sichuan Airlines,China,824
Shuangliu,Chengdu,China,104.578,30.964,Jinan,Jinan,China,117.359,37.428,Sichuan Airlines,China,1375
Shuangliu,Chengdu,China,104.578,30.964,Taoyuan Intl,Taipei,Taiwan,121.388,25.129,Sichuan Airlines,China,1770
Shuangliu,Chengdu,China,104.578,30.964,Sungshan,Taipei,Taiwan,121.92,25.116,Sichuan Airlines,China,1819
Shuangliu,Chengdu,China,104.578,30.964,Binhai,Tianjin,China,117.576,39.207,Sichuan Airlines,China,1493
Shuangliu,Chengdu,China,104.578,30.964,Wusu,Taiyuan,China,113.047,38.244,Sichuan Airlines,China,1119
Shuangliu,Chengdu,China,104.578,30.964,Diwopu,Urumqi,China,87.79,44.511,Sichuan Airlines,China,2101
Shuangliu,Chengdu,China,104.578,30.964,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Sichuan Airlines,China,1646
Shuangliu,Chengdu,China,104.578,30.964,Tianhe,Wuhan,China,114.346,31.306,Sichuan Airlines,China,930
Shuangliu,Chengdu,China,104.578,30.964,Wuxi Airport,Wuxi,China,120.715,31.824,Sichuan Airlines,China,1533
Shuangliu,Chengdu,China,104.578,30.964,Qingshan,Xichang,China,102.307,28.648,Sichuan Airlines,China,338
Shuangliu,Chengdu,China,104.578,30.964,Xianyang,Xi'an,China,109.252,34.745,Sichuan Airlines,China,605
Shuangliu,Chengdu,China,104.578,30.964,Gaoqi,Xiamen,China,118.212,24.906,Sichuan Airlines,China,1497
Shuangliu,Chengdu,China,104.578,30.964,Xining Caojiabu Airport,Xining,China,102.071,36.879,Sichuan Airlines,China,697
Shuangliu,Chengdu,China,104.578,30.964,Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Sichuan Airlines,China,1235
Shuangliu,Chengdu,China,104.578,30.964,Yichang Airport,Yichang,China,111.735,31.118,Sichuan Airlines,China,681
Changzhou,Changzhou,China,120.186,32.569,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1271
Changzhou,Changzhou,China,120.186,32.569,Wuxu,Nanning,China,108.287,23.013,Sichuan Airlines,China,1578
Changzhou,Changzhou,China,120.186,32.569,Zhuhai Airport,Zhuhai,China,113.626,22.01,Sichuan Airlines,China,1340
Zhoushuizi,Dalian,China,121.897,39.609,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1705
Zhoushuizi,Dalian,China,121.897,39.609,Jinan,Jinan,China,117.359,37.428,Sichuan Airlines,China,463
Zhoushuizi,Dalian,China,121.897,39.609,Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Sichuan Airlines,China,726
Dongsheng,Dongsheng,China,110.055,40.416,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1160
Dongsheng,Dongsheng,China,110.055,40.416,Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Sichuan Airlines,China,1133
Changle,Fuzhou,China,120.105,26.558,Huanghua,Changcha,China,113.366,28.315,Sichuan Airlines,China,693
Changle,Fuzhou,China,120.105,26.558,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,477
Meilan,Haikou,China,110.764,20.558,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1311
Meilan,Haikou,China,110.764,20.558,Lishe,Ninbo,China,121.769,30.377,Sichuan Airlines,China,1551
Meilan,Haikou,China,110.764,20.558,Wuxu,Nanning,China,108.287,23.013,Sichuan Airlines,China,374
Meilan,Haikou,China,110.764,20.558,Zhuhai Airport,Zhuhai,China,113.626,22.01,Sichuan Airlines,China,337
Baita Airport,Huhhot,China,112.373,41.419,Xinzheng,Zhengzhou,China,114.401,34.866,Sichuan Airlines,China,749
Baita Airport,Huhhot,China,112.373,41.419,Chifeng Airport,Chifeng,China,119.513,42.391,Sichuan Airlines,China,600
Baita Airport,Huhhot,China,112.373,41.419,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1355
Baita Airport,Huhhot,China,112.373,41.419,Changbei Intl,Nanchang,China,116.5,29.441,Sichuan Airlines,China,1382
Baita Airport,Huhhot,China,112.373,41.419,Jinan,Jinan,China,117.359,37.428,Sichuan Airlines,China,616
Luogang,Hefei,China,117.497,32.3,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1231
Xiaoshan,Hangzhou,China,120.724,30.382,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,1310
Xiaoshan,Hangzhou,China,120.724,30.382,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1544
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,1361
Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,Yichang Airport,Yichang,China,111.735,31.118,Sichuan Airlines,China,995
Phuket Intl,Phuket,Thailand,98.528,8.188,Jiangbei,Chongqing,China,107.069,30.198,Sichuan Airlines,China,2603
Phuket Intl,Phuket,Thailand,98.528,8.188,Shuangliu,Chengdu,China,104.578,30.964,Sichuan Airlines,China,2609
Dongshan,Hailar,China,120.375,49.341,Taiping,Harbin,China,126.417,46.039,Sichuan Airlines,China,582
Taiping,Harbin,China,126.417,46.039,Xinzheng,Zhengzhou,China,114.401,34.866,Sichuan Airlines,China,1601
Taiping,Harbin,China,126.417,46.039,Dongshan,Hailar,China,120.375,49.341,Sichuan Airlines,China,582
Taiping,Harbin,China,126.417,46.039,Lishe,Ninbo,China,121.769,30.377,Sichuan Airlines,China,1787
